1	4
1	6
1	12
1	22
1	26
1	33
1	35
1	45
1	56
1	66
1	68
1	72
1	88
1	96
1	108
1	127
2	5
2	27
2	30
2	34
2	41
2	46
2	57
2	78
2	98
2	106
2	113
2	116
2	118
2	120
2	121
2	124
3	32
3	34
3	41
3	44
3	49
3	54
3	62
3	71
3	73
3	80
3	98
3	106
3	113
3	115
3	116
3	125
4	1
4	8
4	14
4	17
4	24
4	25
4	31
4	48
4	60
4	70
4	82
4	90
4	103
4	122
4	123
4	126
5	2
5	32
5	39
5	43
5	44
5	46
5	54
5	62
5	80
5	84
5	85
5	87
5	98
5	106
5	116
5	122
6	1
6	7
6	20
6	21
6	22
6	33
6	35
6	59
6	65
6	67
6	81
6	96
6	107
6	108
6	119
6	123
7	6
7	12
7	33
7	39
7	56
7	65
7	67
7	72
7	78
7	93
7	96
7	101
7	107
7	112
7	127
7	128
8	4
8	9
8	14
8	17
8	19
8	28
8	40
8	47
8	60
8	76
8	89
8	90
8	99
8	103
8	114
8	126
9	8
9	11
9	18
9	25
9	28
9	40
9	48
9	60
9	69
9	94
9	96
9	99
9	100
9	121
9	123
9	126
10	16
10	28
10	29
10	42
10	51
10	59
10	64
10	70
10	75
10	77
10	86
10	95
10	97
10	98
10	104
10	105
11	9
11	13
11	14
11	17
11	19
11	21
11	24
11	31
11	47
11	48
11	53
11	58
11	89
11	99
11	100
11	123
12	1
12	7
12	15
12	21
12	33
12	36
12	39
12	45
12	61
12	66
12	81
12	107
12	108
12	110
12	127
12	128
13	11
13	16
13	23
13	37
13	42
13	59
13	63
13	64
13	69
13	70
13	77
13	79
13	93
13	97
13	105
13	114
14	4
14	8
14	11
14	17
14	18
14	24
14	31
14	47
14	60
14	87
14	89
14	94
14	100
14	103
14	117
14	121
15	12
15	23
15	28
15	29
15	51
15	52
15	55
15	71
15	74
15	77
15	95
15	97
15	104
15	105
15	111
15	114
16	10
16	13
16	23
16	42
16	51
16	52
16	63
16	69
16	70
16	75
16	95
16	102
16	106
16	110
16	114
16	118
17	4
17	8
17	11
17	14
17	19
17	25
17	31
17	38
17	48
17	50
17	82
17	88
17	94
17	122
17	123
17	126
18	9
18	14
18	25
18	31
18	40
18	47
18	53
18	58
18	60
18	76
18	82
18	90
18	94
18	119
18	121
18	126
19	8
19	11
19	17
19	24
19	27
19	28
19	48
19	50
19	58
19	63
19	82
19	94
19	99
19	100
19	122
19	126
20	6
20	22
20	26
20	33
20	35
20	45
20	61
20	65
20	67
20	68
20	71
20	72
20	88
20	107
20	127
20	128
21	6
21	11
21	12
21	33
21	35
21	36
21	38
21	45
21	67
21	83
21	88
21	96
21	101
21	112
21	119
21	128
22	1
22	6
22	20
22	24
22	36
22	38
22	45
22	61
22	66
22	67
22	72
22	83
22	88
22	101
22	127
22	128
23	13
23	15
23	16
23	37
23	51
23	52
23	55
23	63
23	64
23	70
23	74
23	79
23	86
23	95
23	104
23	120
24	4
24	11
24	14
24	19
24	22
24	28
24	31
24	40
24	47
24	58
24	76
24	79
24	82
24	103
24	122
24	126
25	4
25	9
25	17
25	18
25	28
25	31
25	40
25	48
25	50
25	58
25	60
25	76
25	82
25	89
25	113
25	124
26	1
26	20
26	35
26	36
26	45
26	66
26	67
26	72
26	77
26	81
26	83
26	88
26	101
26	107
26	127
26	128
27	2
27	19
27	30
27	32
27	41
27	44
27	49
27	57
27	73
27	78
27	85
27	89
27	91
27	92
27	98
27	115
28	8
28	9
28	10
28	15
28	19
28	24
28	25
28	40
28	47
28	50
28	53
28	58
28	82
28	99
28	103
28	123
29	10
29	15
29	37
29	42
29	51
29	52
29	68
29	69
29	70
29	74
29	79
29	86
29	93
29	105
29	110
29	114
30	2
30	27
30	43
30	44
30	57
30	73
30	78
30	80
30	84
30	87
30	91
30	99
30	105
30	115
30	120
30	125
31	4
31	11
31	14
31	17
31	18
31	24
31	25
31	33
31	40
31	48
31	60
31	73
31	94
31	103
31	121
31	123
32	3
32	5
32	27
32	34
32	41
32	44
32	46
32	54
32	62
32	78
32	84
32	85
32	91
32	94
32	98
32	115
33	1
33	6
33	7
33	12
33	20
33	21
33	31
33	39
33	61
33	68
33	72
33	81
33	82
33	83
33	107
33	112
34	2
34	3
34	32
34	40
34	41
34	43
34	44
34	54
34	57
34	61
34	62
34	84
34	85
34	92
34	115
34	125
35	1
35	6
35	20
35	21
35	26
35	39
35	65
35	68
35	72
35	81
35	92
35	94
35	101
35	107
35	108
35	119
36	12
36	21
36	22
36	26
36	45
36	56
36	58
36	67
36	72
36	81
36	83
36	88
36	101
36	112
36	119
36	127
37	13
37	23
37	29
37	52
37	55
37	59
37	62
37	69
37	75
37	76
37	77
37	79
37	97
37	104
37	105
37	111
38	17
38	21
38	22
38	45
38	60
38	61
38	68
38	72
38	83
38	88
38	96
38	101
38	112
38	119
38	127
38	128
39	5
39	7
39	12
39	33
39	35
39	46
39	61
39	65
39	67
39	72
39	83
39	88
39	101
39	108
39	119
39	127
40	8
40	9
40	18
40	24
40	25
40	28
40	31
40	34
40	47
40	58
40	88
40	90
40	100
40	117
40	122
40	126
41	2
41	3
41	27
41	32
41	34
41	42
41	49
41	57
41	73
41	80
41	84
41	87
41	113
41	120
41	124
41	125
42	10
42	13
42	16
42	29
42	41
42	51
42	64
42	69
42	71
42	77
42	79
42	102
42	107
42	110
42	111
42	118
43	5
43	30
43	34
43	44
43	46
43	62
43	80
43	84
43	85
43	86
43	87
43	91
43	92
43	109
43	116
43	124
44	3
44	5
44	27
44	30
44	32
44	34
44	43
44	62
44	64
44	73
44	78
44	85
44	92
44	106
44	109
44	116
45	1
45	12
45	20
45	21
45	22
45	26
45	36
45	38
45	50
45	56
45	66
45	68
45	81
45	83
45	88
45	112
46	2
46	5
46	32
46	39
46	43
46	49
46	51
46	78
46	84
46	85
46	91
46	92
46	109
46	115
46	120
46	124
47	8
47	11
47	14
47	18
47	24
47	28
47	40
47	76
47	82
47	89
47	95
47	100
47	103
47	117
47	121
47	123
48	4
48	9
48	11
48	17
48	19
48	25
48	31
48	49
48	50
48	53
48	58
48	82
48	94
48	100
48	121
48	122
49	3
49	27
49	41
49	46
49	48
49	54
49	57
49	62
49	78
49	80
49	87
49	92
49	109
49	116
49	120
49	125
50	17
50	19
50	25
50	28
50	45
50	48
50	58
50	76
50	89
50	90
50	103
50	116
50	117
50	121
50	122
50	123
51	10
51	15
51	16
51	23
51	29
51	42
51	46
51	54
51	63
51	74
51	75
51	86
51	95
51	105
51	110
51	111
52	15
52	16
52	23
52	29
52	37
52	63
52	64
52	70
52	71
52	73
52	75
52	77
52	79
52	104
52	105
52	118
53	11
53	18
53	28
53	48
53	54
53	58
53	82
53	87
53	89
53	90
53	94
53	99
53	103
53	117
53	121
53	122
54	3
54	5
54	32
54	34
54	49
54	51
54	53
54	57
54	73
54	80
54	84
54	85
54	98
54	106
54	116
54	124
55	15
55	23
55	37
55	59
55	63
55	70
55	71
55	77
55	79
55	86
55	97
55	104
55	110
55	114
55	118
55	121
56	1
56	7
56	36
56	45
56	59
56	66
56	67
56	68
56	72
56	81
56	96
56	102
56	107
56	108
56	112
56	127
57	2
57	27
57	30
57	34
57	41
57	49
57	54
57	62
57	73
57	78
57	91
57	106
57	115
57	124
57	125
57	128
58	11
58	18
58	19
58	24
58	25
58	28
58	36
58	40
58	48
58	50
58	53
58	67
58	89
58	90
58	99
58	117
59	6
59	10
59	13
59	37
59	55
59	56
59	69
59	70
59	71
59	86
59	93
59	97
59	102
59	105
59	111
59	114
60	4
60	8
60	9
60	14
60	18
60	25
60	31
60	38
60	66
60	89
60	90
60	94
60	99
60	117
60	122
60	123
61	12
61	20
61	22
61	33
61	34
61	38
61	39
61	66
61	67
61	68
61	81
61	83
61	101
61	107
61	108
61	128
62	3
62	5
62	32
62	34
62	37
62	43
62	44
62	49
62	57
62	78
62	84
62	87
62	106
62	111
62	113
62	116
63	13
63	16
63	19
63	23
63	51
63	52
63	55
63	70
63	75
63	93
63	95
63	97
63	102
63	104
63	110
63	118
64	10
64	13
64	23
64	42
64	44
64	52
64	69
64	70
64	71
64	79
64	80
64	102
64	104
64	110
64	111
64	114
65	6
65	7
65	20
65	35
65	39
65	66
65	67
65	68
65	81
65	96
65	107
65	112
65	118
65	120
65	127
65	128
66	1
66	12
66	22
66	26
66	45
66	56
66	60
66	61
66	65
66	67
66	85
66	101
66	107
66	112
66	119
66	127
67	6
67	7
67	20
67	21
67	22
67	26
67	36
67	39
67	56
67	58
67	61
67	65
67	66
67	88
67	108
67	119
68	1
68	20
68	29
68	33
68	35
68	38
68	45
68	56
68	61
68	65
68	81
68	83
68	84
68	101
68	108
68	127
69	9
69	13
69	16
69	29
69	37
69	42
69	59
69	64
69	74
69	77
69	79
69	95
69	104
69	105
69	110
69	118
70	4
70	10
70	13
70	16
70	23
70	29
70	52
70	55
70	59
70	63
70	64
70	74
70	93
70	95
70	111
70	118
71	3
71	15
71	20
71	42
71	52
71	55
71	59
71	64
71	75
71	86
71	93
71	95
71	105
71	110
71	114
71	118
72	1
72	7
72	20
72	22
72	26
72	33
72	35
72	36
72	38
72	39
72	56
72	83
72	108
72	116
72	119
72	128
73	3
73	27
73	30
73	31
73	41
73	44
73	52
73	54
73	57
73	80
73	91
73	92
73	98
73	109
73	113
73	116
74	15
74	23
74	29
74	51
74	69
74	70
74	76
74	77
74	79
74	86
74	95
74	97
74	101
74	102
74	110
74	114
75	10
75	16
75	37
75	51
75	52
75	63
75	71
75	77
75	79
75	86
75	93
75	97
75	104
75	114
75	117
75	118
76	8
76	18
76	24
76	25
76	37
76	47
76	50
76	74
76	82
76	90
76	99
76	100
76	117
76	121
76	123
76	126
77	10
77	13
77	15
77	26
77	37
77	42
77	52
77	55
77	69
77	74
77	75
77	95
77	102
77	105
77	111
77	114
78	2
78	7
78	27
78	30
78	32
78	44
78	46
78	49
78	57
78	62
78	87
78	100
78	109
78	113
78	120
78	125
79	13
79	23
79	24
79	29
79	37
79	42
79	52
79	55
79	64
79	69
79	74
79	75
79	93
79	102
79	104
79	114
80	3
80	5
80	30
80	41
80	43
80	49
80	54
80	64
80	73
80	91
80	92
80	98
80	109
80	113
80	115
80	120
81	6
81	12
81	26
81	33
81	35
81	36
81	45
81	56
81	61
81	65
81	68
81	88
81	96
81	108
81	115
81	123
82	4
82	17
82	18
82	19
82	24
82	25
82	28
82	33
82	47
82	48
82	53
82	76
82	99
82	100
82	117
82	126
83	21
83	22
83	26
83	33
83	36
83	38
83	39
83	45
83	61
83	68
83	72
83	86
83	88
83	112
83	125
83	128
84	5
84	30
84	32
84	34
84	41
84	43
84	46
84	54
84	62
84	68
84	85
84	87
84	91
84	98
84	102
84	124
85	5
85	27
85	32
85	34
85	43
85	44
85	46
85	54
85	66
85	84
85	92
85	106
85	109
85	116
85	120
85	125
86	10
86	23
86	29
86	43
86	51
86	55
86	59
86	71
86	74
86	75
86	83
86	93
86	102
86	105
86	110
86	111
87	5
87	14
87	30
87	41
87	43
87	49
87	53
87	62
87	78
87	84
87	91
87	98
87	106
87	109
87	116
87	124
88	1
88	17
88	20
88	21
88	22
88	26
88	36
88	38
88	39
88	40
88	45
88	67
88	81
88	83
88	112
88	119
89	8
89	11
89	14
89	25
89	27
89	47
89	50
89	53
89	58
89	60
89	90
